notebook_link,version_link,version_number,notebook_type,has_error,diff
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=118615137,7,regular,False,+3 -2
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=120982574,9,regular,False,+0 -0
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=121717796,10,regular,False,+0 -0
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=123037754,11,regular,False,+0 -0
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=124616605,15,regular,False,+5 -3
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=128433302,17,regular,False,+1 -1
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=131142692,19,regular,False,+3 -3
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=131142890,20,regular,False,+0 -9
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=154433767,21,regular,False,+25 -37
https://www.kaggle.com/mateuszk013/spaceship-titanic-eda-machine-learning,https://www.kaggle.com/code/mateuszk013/spaceship-titanic-eda-machine-learning?scriptVersionId=219966635,23,regular,False,+0 -0
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159792727,2,regular,False,+0 -0
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159792920,3,regular,False,+4 -4
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159794291,4,regular,False,+13 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159794619,5,regular,False,+3 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159794871,6,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159796311,7,regular,False,+3 -2
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159903771,8,regular,False,+13 -14
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=159903894,9,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160025382,11,regular,False,+39 -11
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160042443,15,regular,False,+3 -3
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160139896,16,regular,False,+7 -9
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160158153,17,regular,False,+21 -17
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160300104,19,regular,False,+3 -3
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160305198,20,regular,False,+49 -18
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160305278,21,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160305829,22,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160307538,23,regular,False,+7 -13
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160307675,24,regular,False,+6 -2
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160412609,26,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160478714,27,regular,False,+4 -7
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160553553,29,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160555003,31,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160644754,33,regular,False,+1 -1
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160649683,35,regular,False,+4 -10
https://www.kaggle.com/mariushinsberger/spaceship-titanic-first-approaches,https://www.kaggle.com/code/mariushinsberger/spaceship-titanic-first-approaches?scriptVersionId=160650880,36,regular,False,+20 -17
https://www.kaggle.com/mdismielhossenabir/digit-recognizer,https://www.kaggle.com/code/mdismielhossenabir/digit-recognizer?scriptVersionId=150982774,2,regular,False,+14 -2
https://www.kaggle.com/mayarmohamedswilam/titanic,https://www.kaggle.com/code/mayarmohamedswilam/titanic?scriptVersionId=138891013,1,regular,False,+147 -0
https://www.kaggle.com/mayarmohamedswilam/titanic,https://www.kaggle.com/code/mayarmohamedswilam/titanic?scriptVersionId=141494380,2,regular,False,+0 -0
https://www.kaggle.com/mdismielhossenabir/random-forest-classifier,https://www.kaggle.com/code/mdismielhossenabir/random-forest-classifier?scriptVersionId=157841414,2,regular,False,+35 -9
https://www.kaggle.com/mdismielhossenabir/random-forest-classifier,https://www.kaggle.com/code/mdismielhossenabir/random-forest-classifier?scriptVersionId=157841856,3,regular,False,+1 -1
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=123275545,2,regular,False,+5 -2
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=123275654,3,regular,False,+0 -0
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=123880629,4,regular,False,+12 -11
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=128417806,5,regular,False,+183 -174
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=131610575,7,regular,False,+2 -2
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=131624870,8,regular,False,+2 -4
https://www.kaggle.com/mateuszk013/titanic-machine-learning-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-machine-learning-with-insights?scriptVersionId=139074931,9,regular,False,+0 -0
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=109947837,2,regular,False,+0 -0
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=109950211,3,regular,False,+4 -0
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=110123219,4,regular,False,+1 -1
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=110124383,5,regular,False,+0 -0
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=110129261,7,regular,False,+1 -1
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=110143907,10,regular,False,+1 -1
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=110435651,12,regular,False,+2 -4
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=115816544,13,regular,False,+0 -4
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=115818691,14,regular,False,+0 -0
https://www.kaggle.com/meeratif/digit-recognize-cnn-with-99,https://www.kaggle.com/code/meeratif/digit-recognize-cnn-with-99?scriptVersionId=146990315,15,regular,False,+0 -2
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139149729,4,regular,False,+0 -0
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139263389,8,regular,False,+3 -22
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139265457,9,regular,False,+14 -2
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139267155,10,regular,False,+10 -3
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139376300,11,regular,False,+10 -4
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139377097,12,regular,False,+1 -1
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139378423,13,regular,False,+10 -2
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139379171,14,regular,False,+3 -3
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139518409,15,regular,False,+0 -0
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139518569,16,regular,False,+0 -0
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139520024,17,regular,False,+0 -0
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139520644,18,regular,False,+1 -1
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139521413,19,regular,False,+2 -2
https://www.kaggle.com/maxagrafa/solution-with-cnn-99-5-accuracy,https://www.kaggle.com/code/maxagrafa/solution-with-cnn-99-5-accuracy?scriptVersionId=139521962,20,regular,False,+2 -2
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=122577695,2,regular,False,+2 -2
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=122609363,3,regular,False,+34 -10
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=122700684,4,regular,False,+4 -4
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=122716817,5,regular,False,+22 -15
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=123192191,7,regular,False,+8 -1
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=123275989,8,regular,False,+13 -12
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=123860873,9,regular,False,+84 -1
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=123861023,10,regular,False,+1 -1
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=123861973,11,regular,False,+4 -1
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=123879609,12,regular,False,+8 -8
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=128415321,14,regular,False,+0 -0
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=131496953,16,regular,False,+4 -4
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=131497243,17,regular,False,+9 -1
https://www.kaggle.com/mateuszk013/titanic-visual-eda-with-insights,https://www.kaggle.com/code/mateuszk013/titanic-visual-eda-with-insights?scriptVersionId=139074965,18,regular,False,+0 -0
https://www.kaggle.com/milanbhor/titanic-spaceship-competition,https://www.kaggle.com/code/milanbhor/titanic-spaceship-competition?scriptVersionId=119043885,2,regular,False,+0 -0
https://www.kaggle.com/milanbhor/titanic-spaceship-competition,https://www.kaggle.com/code/milanbhor/titanic-spaceship-competition?scriptVersionId=119045154,3,regular,False,+6 -6
https://www.kaggle.com/milanbhor/titanic-spaceship-competition,https://www.kaggle.com/code/milanbhor/titanic-spaceship-competition?scriptVersionId=119045302,4,regular,False,+0 -0
https://www.kaggle.com/mesutssmn/titanic-spaceship-ml-ann,https://www.kaggle.com/code/mesutssmn/titanic-spaceship-ml-ann?scriptVersionId=165598825,4,regular,False,+99 -99
https://www.kaggle.com/mesutssmn/titanic-spaceship-ml-ann,https://www.kaggle.com/code/mesutssmn/titanic-spaceship-ml-ann?scriptVersionId=165611184,6,regular,False,+1 -1
https://www.kaggle.com/mesutssmn/titanic-spaceship-ml-ann,https://www.kaggle.com/code/mesutssmn/titanic-spaceship-ml-ann?scriptVersionId=167043514,8,regular,False,+0 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184051573,1,regular,False,+211 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184051745,2,regular,False,+0 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184230267,3,regular,False,+59 -78
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184282847,4,regular,False,+0 -6
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184282958,5,regular,False,+0 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184627356,6,regular,False,+112 -112
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184783219,7,regular,False,+9 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=184783430,8,regular,False,+0 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=186899811,10,regular,False,+8 -0
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=190961105,11,regular,False,+9 -1
https://www.kaggle.com/metinmekiabullrahman/titanic-survival-analysis,https://www.kaggle.com/code/metinmekiabullrahman/titanic-survival-analysis?scriptVersionId=190961175,12,regular,False,+0 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106767031,2,regular,False,+1 -1
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106812982,4,regular,False,+68 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106818746,5,regular,False,+0 -2
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106836865,7,regular,False,+0 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106887701,8,regular,False,+5 -3
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106887732,9,regular,False,+0 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106909680,10,regular,False,+10 -9
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106911694,14,regular,False,+2 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=106911987,15,regular,False,+3 -1
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=108088806,16,regular,False,+21 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=108090726,17,regular,False,+0 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=110708618,18,regular,False,+29 -5
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=111579764,19,regular,False,+0 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=112997291,20,regular,False,+0 -0
https://www.kaggle.com/micheldc55/tutorial-data-science-matplotlib-y-seaborn,https://www.kaggle.com/code/micheldc55/tutorial-data-science-matplotlib-y-seaborn?scriptVersionId=113717037,21,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=201752068,3,regular,False,+16 -1
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=201752455,4,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=202355869,5,regular,False,+75 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=202452540,6,regular,False,+51 -4
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=202453216,7,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=211126810,8,regular,False,+52 -7
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=211279503,9,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=211465291,10,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=211635567,11,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=211792417,12,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=211958033,13,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=212202971,14,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=212394120,15,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=212590489,16,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=212776804,17,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=212952745,18,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=213102184,19,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=213252078,20,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=213424030,21,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=213595825,22,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=213762926,23,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=213931602,24,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214080174,25,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214217798,26,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214357868,27,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214511378,28,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214654881,29,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214770888,30,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=214789227,31,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=219260600,32,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=224491197,33,regular,False,+0 -0
https://www.kaggle.com/miftahuladib/housing-price-regression-top-4,https://www.kaggle.com/code/miftahuladib/housing-price-regression-top-4?scriptVersionId=229679544,34,regular,False,+0 -0
